id,name,team,position,aliases,espn_id,rank,depth_pos,depth_order,injury_status,years_exp,age,adp,adp_stdev
nfl-13413,Cyrus Allen,KC,WR,,,9999999,WR,5,Questionable,0,23,,
nfl-13903,D'Arco Perkins-McAllister,KC,CB,,,9999999,DB,,,0,23,,
nfl-13902,Damon Payne,KC,DT,,,9999999,DL,,,0,23,,
nfl-13794,DeShon Singleton,KC,DB,,,9999999,DB,,,0,23,,
nfl-6141,Drue Tranquill,KC,LB,,3129310,999,LOLB,1,,7,30,,
nfl-13778,EJ Smith,KC,RB,E.J. Smith,,9999999,RB,6,,0,24,,
nfl-11199,Emari Demercado,KC,RB,,,999,RB,3,,3,27,162.8,8.0
nfl-13337,Emmett Johnson,KC,RB,,,113,RB,2,,0,22,,
nfl-12811,Esa Pole,KC,OT,,,9999999,OL,,,1,25,,
nfl-12902,Ethan Downs,KC,DE,,,9999999,LDE,3,IR,1,23,,
nfl-12162,Ethan Driskell,KC,OL,,,9999999,OL,,Questionable,2,26,,
nfl-13798,Ethan Hurkett,KC,DL,,,9999999,DL,,,0,,,
nfl-10872,Felix Anudike-Uzomah,KC,DE,,,9999999,RDE,1,,3,24,,
nfl-13404,Garrett Nussmeier,KC,QB,,,329,QB,3,,0,24,,
nfl-8385,George Karlaftis,KC,DL,,,401,LDE,1,,4,25,,
nfl-4227,Harrison Butker,KC,K,,3055899,155,K,1,,9,31,164.5,16.1
nfl-11756,Hunter Nourzad,KC,OL,,,9999999,OL,,,2,25,,
nfl-8710,Jack Cochrane,KC,LB,,,9999999,MLB,3,,4,27,,
nfl-13904,Jacob De Jesus,KC,WR,,,9999999,WR,12,,0,,,
nfl-11728,Jaden Hicks,KC,DB,,,481,SS,2,,2,23,,
nfl-13500,Jadon Canady,KC,CB,,,9999999,NB,2,,0,23,,
nfl-12817,Jake Briningstool,KC,TE,,,999,TE,4,,1,23,,
nfl-12505,Jalen Royals,KC,WR,,,999,WR,4,,1,23,,
nfl-1785,James Winchester,KC,LS,,16665,9999999,LS,,,13,36,,
nfl-11595,Jared Wiley,KC,TE,,,999,TE,3,,2,25,,
nfl-11311,Jason Brownlee,KC,WR,,,9999999,WR,7,,3,27,,
nfl-13419,Jaydn Ott,KC,RB,,,9999999,RB,5,,0,23,,
nfl-7834,Jaylon Moore,KC,OL,,,9999999,OL,,,5,28,,
nfl-13392,Jeff Caldwell,KC,WR,,,999,WR,10,,0,23,,
nfl-14067,Jeff Weimer,KC,WR,,,9999999,,,,0,,,
nfl-12672,Jeffrey Bassa,KC,LB,,,9999999,ROLB,1,,1,23,,
nfl-13173,Jimmy Holiday,KC,WR,,,9999999,WR,8,,1,24,,
nfl-13342,John Michael Gyllenborg,KC,TE,,,999,TE,7,IR,0,23,,
nfl-12553,Josh Simmons,KC,OL,,,9999999,OL,,,1,23,,
nfl-13792,Josh Thompson,KC,G,,,9999999,OL,,,0,,,
nfl-7591,Justin Fields,KC,QB,,,326,QB,2,,5,27,,
nfl-8857,Kader Kohou,KC,CB,,,9999999,NB,1,,4,27,,
nfl-13918,Kahlil Benson,KC,T,,,9999999,OL,,,0,23,,
nfl-8296,Kaiir Elam,KC,DB,,,9999999,RCB,3,,4,25,,
nfl-13177,Kam Arnold,KC,LB,,,9999999,ROLB,2,,1,23,,
nfl-8151,Kenneth Walker,KC,RB,,,19,RB,1,,4,25,26.7,3.6
nfl-12819,Kevin Knowles,KC,DB,,,9999999,NB,3,,1,23,,
nfl-7756,Khyiris Tonga,KC,DT,,,9999999,RDT,1,,5,30,,
nfl-11681,Kingsley Suamataia,KC,OL,,,9999999,OL,,,2,23,,
nfl-6829,Kristian Fulton,KC,CB,,4035433,9999999,RCB,2,,6,27,,
nfl-7117,L'Jarius Sneed,KC,CB,,4040432,9999999,LCB,1,,6,29,,
nfl-13385,Mansoor Delane,KC,DB,,,212,RCB,1,Questionable,0,22,,
nfl-11828,Marcus Harris,KC,DL,,,9999999,LDT,3,,2,25,,
nfl-12068,Mason Pline,KC,TE,,,9999999,TE,6,,2,26,,
nfl-8486,Matt Araiza,KC,P,,,9999999,P,,,4,26,,
nfl-8477,Matt Waletzko,KC,OL,,,9999999,OL,,,4,26,,
nfl-13118,Melvin Smith,KC,DB,,,9999999,DB,,,1,24,,
nfl-8709,Mike Caliendo,KC,G,,,9999999,OL,,,4,28,,
nfl-7648,Nick Bolton,KC,LB,,,167,MLB,1,,5,26,,
nfl-11320,Nikko Remigio,KC,WR,,,9999999,WR,6,,3,26,,
nfl-7828,Noah Gray,KC,TE,,,999,TE,2,,5,27,,
nfl-12622,Nohl Williams,KC,CB,,,9999999,LCB,2,,1,23,,
nfl-13905,Omari Evans,KC,WR,,,9999999,WR,11,,0,22,,
nfl-12615,Omarr Norman-Lott,KC,DT,,,9999999,RDT,2,PUP,1,24,,
nfl-4046,Patrick Mahomes,KC,QB,,3139477,26,QB,1,Questionable,9,30,96.9,12.9
nfl-13789,Pete Nygra,KC,OL,,,9999999,OL,,,0,,,
nfl-13390,Peter Woods,KC,DL,,,211,LDT,2,,0,21,,
nfl-13372,R Mason Thomas,KC,DL,,,343,LDE,2,,0,22,,
nfl-10229,Rashee Rice,KC,WR,,,23,WR,1,,3,26,11.6,1.6
nfl-11353,Tanner McCalister,KC,DB,,,9999999,DB,,,3,26,,
nfl-13780,Terion Stewart,KC,RB,,,9999999,,,,0,24,,
nfl-1466,Travis Kelce,KC,TE,,15847,106,TE,1,,13,36,95.2,16.7
nfl-13116,Tre Watson,KC,TE,,,9999999,TE,5,,1,23,,
nfl-7777,Trey Smith,KC,OL,,,9999999,OL,,,5,27,,
nfl-8188,Tyquan Thornton,KC,WR,,,999,WR,3,,4,25,,
nfl-8336,Tyreke Smith,KC,DL,,,9999999,RDE,3,,4,26,,
nfl-13795,VJ Anthony,KC,DE,V.J. Anthony,,9999999,DL,,,0,22,,
nfl-13791,Wesley Bissainthe,KC,LB,,,9999999,LB,,,0,22,,
nfl-13916,Xavier Loyd,KC,WR,,,9999999,WR,13,,0,23,,
nfl-13793,Xavier Nwankpa,KC,DB,,,9999999,,,,0,22,,
nfl-11624,Xavier Worthy,KC,WR,,,120,WR,2,Questionable,2,23,104.4,6.5
nfl-13790,Zelmar Vedder,KC,DB,,,9999999,DB,,,0,,,
nfl-13341,Akheem Mesidor,LAC,DL,,,197,ROLB,2,,0,25,,
nfl-6109,Alec Ingold,LAC,FB,,3917668,999,FB,1,,7,30,,
nfl-13534,Alex Harkey,LAC,OT,,,9999999,OL,,,0,25,,
nfl-12928,Amar Johnson,LAC,RB,,,9999999,RB,5,,1,23,,
nfl-13635,Avery Smith,LAC,CB,,,9999999,NB,3,,0,22,,
nfl-12703,Branson Taylor,LAC,OL,,,9999999,OL,,,1,24,,
nfl-13380,Brenen Thompson,LAC,WR,,,999,WR,4,,0,23,,
nfl-2327,Bud Dupree,LAC,LB,,2576702,9999999,LOLB,2,,11,33,,
nfl-11749,Cam Hart,LAC,CB,,,9999999,RCB,1,,2,25,,
nfl-8259,Cameron Dicker,LAC,K,,,129,K,1,,4,26,146.6,16.0
nfl-8127,Charlie Kolar,LAC,TE,,,999,TE,3,,4,27,,
nfl-8448,Cole Strange,LAC,OL,,,9999999,OL,,,4,28,,
nfl-12773,DJ Uiagalelei,LAC,QB,D.J. Uiagalelei,,999,QB,3,,1,25,,
nfl-10914,Daiyan Henley,LAC,LB,,,95,RILB,1,,3,26,,
nfl-13202,Dalevon Campbell,LAC,WR,,,999,WR,7,,1,24,,
nfl-4092,Dalvin Tomlinson,LAC,DT,,2979860,9999999,NT,1,,9,32,,
nfl-4033,David Njoku,LAC,TE,,3123076,131,TE,2,,9,30,,
nfl-8519,Deane Leonard,LAC,DB,,,9999999,RCB,2,,4,26,,
nfl-6348,Del'Shawn Phillips,LAC,LB,,4240528,9999999,RILB,3,,7,29,,
nfl-2353,Denzel Perryman,LAC,LB,,2579621,9999999,LILB,1,,11,33,,
nfl-10234,Derius Davis,LAC,WR,,,999,WR,6,,3,25,,
nfl-4971,Derwin James,LAC,DB,,3691739,148,NB,1,,8,30,,
nfl-13627,Devin Grant,LAC,DB,,,9999999,,,,0,,,
nfl-13632,Devonte Ross,LAC,WR,,,9999999,WR,10,,0,23,,
nfl-5051,Donte Jackson,LAC,CB,,3843769,9999999,LCB,2,,8,30,,
nfl-7682,Elijah Molden,LAC,CB,,,9999999,FS,1,,5,27,,
nfl-12087,Emany Johnson,LAC,DB,,,9999999,LB,,,2,25,,
nfl-12840,Eric Rogers,LAC,DB,,,9999999,RCB,3,Questionable,1,24,,
nfl-13630,Evan Svoboda,LAC,TE,,,9999999,TE,5,,0,23,,
nfl-12841,Garmon Randolph,LAC,LB,,,9999999,LB,,,1,25,,
nfl-13399,Genesis Smith,LAC,DB,,,321,SS,2,,0,21,,
nfl-13603,Gregory Desrosiers,LAC,RB,,,9999999,RB,,,0,,,
nfl-13590,Isaiah World,LAC,OT,,,9999999,OL,,PUP,0,22,,
nfl-13131,Isas Waxter,LAC,DB,,,9999999,DB,,,1,24,,
nfl-5087,JK Scott,LAC,P,J.K. Scott,3126368,9999999,P,,,8,30,,
nfl-11940,JaQuae Jackson,LAC,WR,,,999,WR,9,,2,26,,
nfl-13636,Jacob Spomer,LAC,C,,,9999999,OL,,,0,,,
nfl-13629,Jacobian Guillory,LAC,DL,,,9999999,DL,,,0,,,
nfl-13606,Jahmeer Carter,LAC,DL,,,9999999,DL,,,0,,,
nfl-13451,Jake Slaughter,LAC,C,,,9999999,OL,,,0,23,,
nfl-12620,Jamaree Caldwell,LAC,DT,,,9999999,LDE,1,,1,25,,
nfl-7537,Jaret Patterson,LAC,RB,,,9999999,RB,4,,5,26,,
nfl-13608,Jerand Bradley,LAC,WR,,,9999999,TE,4,,0,23,,
nfl-11673,Joe Alt,LAC,OL,,,9999999,OL,,,2,23,,
nfl-14029,Johnny Pascuzzi,LAC,TE,,,9999999,TE,6,,0,,,
nfl-1238,Josh Harris,LAC,LS,,15151,9999999,LS,,,14,37,,
nfl-12814,Josh Kaltenberger,LAC,OL,,,9999999,OL,,,1,24,,
nfl-11701,Junior Colson,LAC,LB,,,501,LILB,2,Questionable,2,23,,
nfl-11743,Justin Eboigbe,LAC,DL,,,9999999,LDE,2,,2,25,,
nfl-6797,Justin Herbert,LAC,QB,,4038941,25,QB,1,,6,28,108.8,14.6
nfl-7947,Kayode Awosika,LAC,OL,,,9999999,OL,,,5,27,,
nfl-12670,KeAndre Lambert-Smith,LAC,WR,,,999,WR,5,,1,24,,
nfl-9511,Keaton Mitchell,LAC,RB,,,148,RB,3,,3,24,153.9,23.4
nfl-11022,Kendall Williamson,LAC,DB,,,9999999,DB,,Questionable,3,25,,
nfl-2036,Khalil Mack,LAC,LB,,16710,502,ROLB,1,,12,35,,
nfl-11647,Kimani Vidal,LAC,RB,,,141,RB,2,,2,24,169.5,14.9
nfl-12643,Kyle Kennard,LAC,DE,,,9999999,ROLB,3,,1,24,,
nfl-11635,Ladd McConkey,LAC,WR,,,41,WR,1,,2,24,44.1,4.5
nfl-12252,Laekin Vakalahi,LAC,T,,,9999999,OL,,,2,23,,
nfl-13607,Lander Barton,LAC,LB,,,9999999,LB,,,0,22,,
nfl-13535,Logan Taylor,LAC,G,,,9999999,OL,,,0,24,,
nfl-12803,Luke Grimm,LAC,WR,,,999,WR,8,,1,24,,
nfl-14039,Mante Morrow,LAC,WR,,,9999999,WR,12,,0,,,
nfl-12835,Marlowe Wax,LAC,LB,,,9999999,LILB,3,,1,23,,
nfl-12827,Myles Purchase,LAC,DB,,,9999999,DB,,,1,23,,
nfl-13589,Nadame Tucker,LAC,DE,,,9999999,LB,,,0,26,,
nfl-13527,Nick Barrett,LAC,DT,,,9999999,NT,2,,0,23,,
nfl-12838,Nikko Reed,LAC,DB,,,9999999,NB,2,Questionable,1,23,,
nfl-13605,Noah Avinger,LAC,DB,,,9999999,,,,0,,,
nfl-12507,Omarion Hampton,LAC,RB,,,12,RB,1,,1,23,20.0,3.6
nfl-12493,Oronde Gadsden,LAC,TE,,,83,TE,1,,1,23,162.0,10.9
nfl-12181,Peter Bowden,LAC,LS,,,9999999,LS,,,2,25,,
nfl-9754,Quentin Johnston,LAC,WR,,,103,WR,2,,3,24,94.8,8.5
nfl-12694,RJ Mickens,LAC,DB,R.J. Mickens,,9999999,FS,2,,1,25,,
nfl-7639,Rashawn Slater,LAC,T,,,9999999,OL,,,5,27,,
nfl-13633,Rodney Shelley,LAC,CB,,,9999999,DB,,,0,,,
nfl-10994,Scott Matlock,LAC,DT,,,9999999,FB,2,,3,26,,
nfl-13604,Sincere Brown,LAC,WR,,,9999999,WR,11,,0,,,
nfl-11779,Tarheeb Still,LAC,DB,,,999,LCB,1,,2,24,,
nfl-12801,TeRah Edwards,LAC,DL,,,9999999,RDE,2,,1,25,,
nfl-7443,Teair Tart,LAC,DT,,4374269,9999999,RDE,1,,6,29,,
nfl-13631,Terry Webb,LAC,DL,,,9999999,DL,,,0,,,
nfl-1686,Tony Jefferson,LAC,DB,,16195,9999999,SS,1,,13,34,,
nfl-13495,Travis Burke,LAC,OT,,,9999999,OL,,,0,23,,
nfl-12509,Tre' Harris,LAC,WR,,,179,WR,3,,1,24,,
nfl-8444,Trevor Penning,LAC,T,,,9999999,OL,,,4,27,,
nfl-7610,Trey Lance,LAC,QB,,,999,QB,2,,5,26,,
nfl-6213,Trey Pipkins,LAC,T,,4411189,9999999,OL,,,7,29,,
nfl-6941,Troy Dye,LAC,LB,,4038946,9999999,RILB,2,,6,29,,
nfl-10898,Tuli Tuipulotu,LAC,DL,,,260,LOLB,1,,3,23,,
nfl-6835,Tyler Biadasz,LAC,C,,4035788,9999999,OL,,,6,28,,
nfl-8505,AJ Arcuri,LAR,OT,A.J. Arcuri,,9999999,OL,,,4,28,,
nfl-13881,Al'zillion Hamilton,LAR,DB,,,9999999,DB,,PUP,0,,,
nfl-7872,Alaric Jackson,LAR,OL,,,9999999,OL,,Questionable,5,28,,
nfl-11290,Alex Cook,LAR,DB,,,9999999,DB,,,3,27,,
nfl-12094,Alex Johnson,LAR,CB,,,9999999,LCB,3,,2,25,,
nfl-4933,Anthony McMeans,LAR,G,,,9999999,RG,3,,1,,,
nfl-13855,Austin Blaske,LAR,OL,,,9999999,OL,,,0,,,
nfl-11782,Beaux Limmer,LAR,OL,,,9999999,OL,,,2,25,,
nfl-7369,Bill Murray,LAR,DT,,3912189,9999999,DL,,,6,29,,
nfl-13008,Bill Norton,LAR,DL,,,999,DL,,,1,26,,
nfl-11586,Blake Corum,LAR,RB,,,68,RB,2,,2,25,120.7,15.0
nfl-6566,Blake Hance,LAR,OG,,3116135,9999999,OL,,,7,30,,
nfl-11677,Braden Fiske,LAR,DL,,,999,LDE,2,,2,26,,
nfl-13011,Brennan Presley,LAR,WR,,,999,WR,9,,1,24,,
nfl-13880,Bryce Henderson,LAR,OL,,,9999999,OL,,,0,,,
nfl-10917,Byron Young,LAR,LB,,,153,LOLB,1,,3,28,,
nfl-13270,CJ Daniels,LAR,WR,C.J. Daniels,,999,WR,6,,0,24,,
nfl-12230,Cam Lampkin,LAR,DB,,,9999999,LCB,2,,2,25,,
nfl-6865,Colby Parkinson,LAR,TE,,4242557,136,TE,1,,6,27,,
nfl-5454,Coleman Shelton,LAR,OL,,3052180,9999999,OL,,,8,31,,
nfl-13321,Dan Villari,LAR,TE,,,999,TE,7,,0,24,,
nfl-13856,Darryl Peterson,LAR,LB,,,9999999,LB,,,0,,,
nfl-2133,Davante Adams,LAR,WR,,16800,46,WR,2,,12,33,41.1,3.9
nfl-1428,David Quessenberry,LAR,OL,,15946,9999999,OL,,,13,35,,
nfl-10214,Davis Allen,LAR,TE,,,999,TE,5,Questionable,3,25,,
nfl-13315,Dean Connors,LAR,RB,,,999,RB,6,,0,22,,
nfl-11021,Desjuan Johnson,LAR,DT,,,9999999,ROLB,1,,3,26,,
nfl-13811,Drey Norwood,LAR,CB,,,9999999,DB,,,0,23,,
nfl-11803,Dylan McMahon,LAR,OL,,,9999999,OL,,,2,25,,
nfl-13812,Eddie Walls,LAR,DL,,,9999999,LB,,IR,0,,,
nfl-12227,Elias Neal,LAR,LB,,,9999999,LILB,3,,2,24,,
nfl-10882,Emmanuel Forbes,LAR,CB,,,999,RCB,2,,3,25,,
nfl-11051,Ethan Evans,LAR,P,,,9999999,P,,,3,25,,
nfl-7750,Grant Stuard,LAR,LB,,,9999999,RILB,2,,5,27,,
nfl-12015,Harrison Mevis,LAR,K,,,150,K,1,,2,24,151.8,16.8
nfl-11569,Jarquez Hunter,LAR,RB,,,191,RB,4,,1,23,,
nfl-13872,Jaxson Moi,LAR,DT,,,9999999,DL,,,0,22,,
nfl-12142,Jaylen McCollough,LAR,DB,,,9999999,SS,2,,2,25,,
nfl-8373,Jaylen Watson,LAR,DB,,,9999999,LCB,1,,4,27,,
nfl-2469,Joe Cardona,LAR,LS,,2575907,9999999,LS,,,11,34,,
nfl-13010,Jordan Waters,LAR,RB,,,9999999,RB,5,,1,25,,
nfl-11623,Jordan Whittington,LAR,WR,,,999,WR,3,,2,25,,
nfl-12621,Josaiah Stewart,LAR,DE,,,9999999,LOLB,2,,1,23,,
nfl-12132,Josh Wallace,LAR,DB,,,9999999,NB,2,,2,26,,
nfl-12141,Justin Dedich,LAR,OL,,,9999999,OL,,PUP,2,26,,
nfl-7136,Kam Curl,LAR,DB,,4242154,202,SS,1,,6,27,,
nfl-11726,Kamren Kinchens,LAR,DB,,,9999999,FS,1,,2,23,,
nfl-13461,Keagen Trost,LAR,OL,,,9999999,OL,,,0,25,,
nfl-8739,Keir Thomas,LAR,DE,,,9999999,LB,,,4,28,,
nfl-7116,Kevin Dotson,LAR,OL,,3917599,9999999,OL,,,6,29,,
nfl-10916,Kobie Turner,LAR,DT,,,382,LDE,1,Questionable,3,27,,
nfl-12718,Konata Mumpfield,LAR,WR,,,999,WR,5,,1,23,,
nfl-8150,Kyren Williams,LAR,RB,,,13,RB,1,,4,25,32.2,3.5
nfl-6887,Larrell Murchison,LAR,DT,,4240123,9999999,LDE,3,,6,29,,
nfl-13001,Mario Williams,LAR,WR,,,9999999,WR,8,,1,23,,
nfl-13013,Mark Redman,LAR,TE,,,9999999,TE,6,,1,24,,
nfl-13597,Matthew Caldwell,LAR,QB,,,9999999,QB,4,,0,23,,
nfl-421,Matthew Stafford,LAR,QB,,12483,103,QB,1,,17,38,84.3,11.0
nfl-13278,Max Klare,LAR,TE,,,212,TE,4,,0,23,,
nfl-3973,Myles Garrett,LAR,DE,,3122132,87,RDE,1,Questionable,9,30,,
nfl-8659,Nate Landman,LAR,LB,,,999,LILB,1,,4,27,,
nfl-13007,Nate Valcarcel,LAR,DB,,,999,SS,3,,1,24,,
nfl-13814,Nick Andersen,LAR,DB,,,9999999,FS,3,,0,24,,
nfl-13809,Nikhai Hill-Green,LAR,LB,,,9999999,LB,,,0,25,,
nfl-13887,Nyzier Fourqurean,LAR,CB,,,9999999,DB,,,0,24,,
nfl-12140,Omar Speights,LAR,LB,,,521,RILB,1,,2,25,,
nfl-13883,Payton Zdroik,LAR,DL,,,9999999,DL,,,0,,,
nfl-5226,Poona Ford,LAR,DT,,3125114,9999999,NT,1,,8,30,,
nfl-9493,Puka Nacua,LAR,WR,,,5,WR,1,,3,25,2.7,0.8
nfl-8330,Quentin Lake,LAR,DB,,,362,NB,1,,4,27,,
nfl-13810,Rohan Jones,LAR,TE,,,9999999,TE,8,,0,,,
nfl-8195,Ronnie Rivers,LAR,RB,,,9999999,RB,3,,4,27,,
nfl-13000,Shaun Dolac,LAR,LB,,,9999999,LILB,2,Questionable,1,24,,
nfl-10857,Stetson Bennett,LAR,QB,,,9999999,QB,3,,3,28,,
nfl-10912,Steve Avila,LAR,C,,,9999999,OL,,,3,26,,
nfl-11151,Tanner Ingle,LAR,DB,,,9999999,FS,2,,3,26,,
nfl-12487,Terrance Ferguson,LAR,TE,,,141,TE,3,,1,23,,
nfl-13558,Tim Keenan,LAR,DT,,,9999999,DL,,,0,23,,
nfl-8854,Tomon Fox,LAR,LB,,,9999999,ROLB,2,,4,28,,
nfl-8364,Trent McDuffie,LAR,DB,,,999,RCB,1,,4,25,,
nfl-13003,Tru Edwards,LAR,WR,,,9999999,WR,10,,1,25,,
nfl-12676,Ty Hamilton,LAR,DT,,,9999999,RDE,2,,1,24,,
nfl-13275,Ty Simpson,LAR,QB,,,141,QB,2,,0,23,,
nfl-11799,Tyler Davis,LAR,DT,,,9999999,NT,2,,2,25,,
nfl-3271,Tyler Higbee,LAR,TE,,2573401,999,TE,2,,10,33,,
nfl-9490,Tyler Scott,LAR,WR,,,999,WR,7,,3,24,,
nfl-10965,Warren McClendon,LAR,OL,,,9999999,OL,,,3,25,,
nfl-13808,Wesley Bailey,LAR,DL,,,9999999,LB,,,0,,,
nfl-12997,Wyatt Bowles,LAR,OL,,,9999999,OL,,,1,26,,
nfl-11168,Xavier Smith,LAR,WR,,,999,WR,4,,3,28,,
nfl-6555,AJ Cole,LV,P,A.J. Cole,3686689,9999999,P,,,7,30,,
nfl-4415,Adam Butler,LV,DT,,2972342,9999999,NT,1,,9,32,,
nfl-10866,Aidan O'Connell,LV,QB,,,999,QB,3,,3,27,,
nfl-6843,Albert Okwuegbunam,LV,TE,,4035115,999,TE,5,,6,28,,
nfl-11167,Alex Ward,LV,LS,,,9999999,LS,,,3,27,,
nfl-12527,Ashton Jeanty,LV,RB,,,12,RB,1,,1,22,14.0,3.1
nfl-10987,Atonio Mafi,LV,OL,,,9999999,OL,,,3,25,,
nfl-6999,Benito Jones,LV,DT,,4035299,9999999,NT,2,,6,28,,
nfl-13571,Brandon Cleveland,LV,DT,,,9999999,DL,,,0,21,,
nfl-8756,Brandon Johnson,LV,WR,,,999,WR,9,,4,28,,
nfl-11751,Brennan Jackson,LV,DE,,,9999999,ROLB,3,,2,25,,
nfl-11604,Brock Bowers,LV,TE,,,18,TE,1,,2,23,40.7,8.5
nfl-7704,Buddy Johnson,LV,LB,,,9999999,RILB,3,,5,27,,
nfl-13858,Caleb Offord,LV,CB,,,9999999,DB,,,0,24,,
nfl-12624,Caleb Rogers,LV,OL,,,9999999,OL,,,1,24,,
nfl-7814,Cameron McGrone,LV,LB,,,9999999,LB,,,5,26,,
nfl-13122,Carter Runyon,LV,TE,,,9999999,TE,4,,1,25,,
nfl-12589,Charles Grant,LV,OL,,,9999999,OL,,,1,24,,
nfl-13410,Chase Roberts,LV,WR,,,9999999,WR,10,,0,25,,
nfl-11938,Chigozie Anusiem,LV,CB,,,9999999,LCB,3,,2,25,,
nfl-11963,Chris Collier,LV,RB,,,9999999,RB,5,IR,2,26,,
nfl-13895,Cian Slone,LV,DE,,,9999999,DL,,,0,23,,
nfl-12722,Cody Lindenberg,LV,LB,,,9999999,RILB,2,,1,24,,
nfl-8181,Connor Heyward,LV,TE,,,999,FB,1,,4,27,,
nfl-13898,Corey Rucker,LV,WR,,,9999999,WR,14,IR,0,24,,
nfl-11708,DJ Glaze,LV,OL,D.J. Glaze,,9999999,OL,,,2,24,,
nfl-13523,Dalton Johnson,LV,DB,,,9999999,SS,2,,0,23,,
nfl-11471,Dalton Wagner,LV,T,,,9999999,OL,,,3,27,,
nfl-8527,Dareke Young,LV,WR,,,999,WR,6,,4,27,,
nfl-12584,Darien Porter,LV,DB,,,9999999,RCB,1,,1,25,,
nfl-11738,Decamerion Richardson,LV,CB,,,9999999,DB,,,2,25,,
nfl-8253,Deven Thompkins,LV,WR,,,9999999,WR,12,,4,26,,
nfl-13896,Devin Lafayette,LV,DB,,,9999999,,,,0,,,
nfl-13914,Devyn Perkins,LV,DB,,,9999999,DB,,,0,,,
nfl-12541,Dont'e Thornton,LV,WR,,,999,WR,4,,1,23,,
nfl-11574,Dylan Laube,LV,RB,,,9999999,RB,3,,2,26,,
nfl-13805,E.J. Williams,LV,WR,EJ Williams,,9999999,SWR,,,0,24,,
nfl-7628,Eric Stokes,LV,CB,,,9999999,LCB,1,,5,27,,
nfl-13269,Fernando Mendoza,LV,QB,,,39,QB,2,,0,22,171.5,11.7
nfl-13807,Gary Smith,LV,DT,,,9999999,DL,,,0,24,,
nfl-13019,Greedy Vance,LV,CB,,,9999999,NB,3,,1,24,,
nfl-13508,Hezekiah Masses,LV,CB,,,9999999,LCB,2,,0,22,,
nfl-4995,Ian Thomas,LV,TE,,4045305,999,TE,3,,8,30,,
nfl-13801,Isaiah Jatta,LV,OT,,,9999999,OL,,,0,,,
nfl-8838,Isaiah Pola-Mao,LV,DB,,,480,FS,1,,4,27,,
nfl-12689,JJ Pegues,LV,DT,J.J. Pegues,,9999999,RDE,2,,1,24,,
nfl-12483,Jack Bech,LV,WR,,,208,WR,3,,1,23,,
nfl-11683,Jackson Powers-Johnson,LV,OL,,,9999999,OL,,,2,23,,
nfl-13802,Jacob Clark,LV,QB,,,9999999,QB,4,,0,25,,
nfl-13195,Jahfari Harvey,LV,DE,,,9999999,DL,,,1,25,,
nfl-8180,Jalen Nailor,LV,WR,,,167,WR,2,,4,27,158.1,11.9
nfl-7016,Jeremy Chinn,LV,DB,,4043169,460,SS,1,,6,28,,
nfl-13368,Jermod McCoy,LV,DB,,,189,RCB,2,Questionable,0,20,,
nfl-11827,Jonah Laulu,LV,DL,,,9999999,RDE,1,,2,26,,
nfl-7873,Jordan Meredith,LV,OL,,,9999999,OL,,,5,28,,
nfl-4925,Jordan Wade,LV,G,,,9999999,,,,1,,,
nfl-13894,Justin Pickett,LV,G,,,9999999,OL,,,0,23,,
nfl-9489,Justin Shorter,LV,WR,,,9999999,WR,13,IR,3,26,,
nfl-13911,Kamar Missouri,LV,OL,,,9999999,OL,,,0,24,,
nfl-13804,Kansei Matsuzawa,LV,K,,,9999999,K,,,0,27,,
nfl-13466,Keyron Crawford,LV,DE,,,9999999,LOLB,2,,0,22,,
nfl-1166,Kirk Cousins,LV,QB,,14880,368,QB,1,,14,37,,
nfl-4986,Kolton Miller,LV,T,,3134312,9999999,OL,,,8,30,,
nfl-7633,Kwity Paye,LV,DE,,,9999999,LOLB,1,,5,27,,
nfl-7676,Malcolm Koonce,LV,DE,,,9999999,ROLB,2,,5,28,,
nfl-13329,Malik Benson,LV,WR,,,999,WR,5,,0,23,,
nfl-6083,Matt Gay,LV,K,,4249087,239,K,1,,7,32,,
nfl-5991,Maxx Crosby,LV,DE,,3916655,73,ROLB,1,,7,28,,
nfl-9482,Michael Mayer,LV,TE,,,999,TE,2,Questionable,3,25,,
nfl-13305,Mike Washington,LV,RB,,,139,RB,2,,0,23,160.6,27.5
nfl-8267,Nakobe Dean,LV,LB,,,414,RILB,1,,4,25,,
nfl-13912,Niklas Henning,LV,T,,,9999999,OL,,,0,,,
nfl-13913,Patrick Gurd,LV,TE,,,9999999,TE,7,,0,,,
nfl-7770,Patrick Johnson,LV,LB,,,9999999,LOLB,3,,5,28,,
nfl-2334,Phillip Dorsett,LV,WR,,2579604,999,WR,8,,11,33,,
nfl-8266,Quay Walker,LV,LB,,,96,LILB,1,,4,26,,
nfl-13416,Roman Hemby,LV,RB,,,999,RB,4,,0,23,,
nfl-8620,Segun Olubi,LV,LB,,,9999999,LILB,3,,4,26,,
nfl-11257,Shedrick Jackson,LV,WR,,,999,WR,7,,3,26,,
nfl-8465,Spencer Burford,LV,OL,,,9999999,OL,,,4,26,,
nfl-13803,Tanner Wall,LV,DB,,,9999999,,,,0,26,,
nfl-5341,Taron Johnson,LV,CB,,3121003,461,NB,1,,8,30,,
nfl-8380,Thomas Booker,LV,DL,,,9999999,LDE,1,,4,26,,
nfl-11761,Tommy Eichenberg,LV,LB,,,9999999,LILB,2,,2,25,,
nfl-12635,Tonka Hemingway,LV,DT,,,9999999,LDE,2,,1,24,,
