id,name,team,position,aliases,espn_id,rank,depth_pos,depth_order,injury_status,years_exp,age,adp,adp_stdev
nfl-7663,Teven Jenkins,CLE,OL,,,9999999,OL,,,5,28,,
nfl-11054,Travis Bell,CLE,DL,,,9999999,DL,,,3,27,,
nfl-8925,Tre Avery,CLE,CB,,,9999999,NB,3,,4,29,,
nfl-7595,Tylan Wallace,CLE,WR,,,999,WR,6,,5,27,,
nfl-7188,Tyler Hall,CLE,DB,,4048718,9999999,DB,,,6,27,,
nfl-7112,Tyre Phillips,CLE,G,,4242247,9999999,OL,,,6,29,,
nfl-13752,Tyreak Sapp,CLE,DE,,,9999999,LDE,3,,0,23,,
nfl-12932,Tyron Herring,CLE,CB,,,9999999,DB,,,1,25,,
nfl-7667,Tyson Campbell,CLE,CB,,,999,RCB,1,,5,26,,
nfl-5901,Tytus Howard,CLE,OL,,3131498,9999999,OL,,,7,30,,
nfl-13748,Wes Pahl,CLE,P,,,9999999,P,,,0,24,,
nfl-12083,Winston Reid,CLE,LB,,,9999999,LOLB,2,,4,27,,
nfl-11715,Zak Zinter,CLE,OL,,,9999999,OL,,,2,25,,
nfl-8445,Zion Johnson,CLE,G,,,9999999,OL,,,4,26,,
nfl-13745,Zion Washington,CLE,DB,,,9999999,,,,0,23,,
nfl-8821,Adedayo Odeleye,DAL,DE,,,9999999,LDE,3,,4,28,,
nfl-12698,Ajani Cornelius,DAL,OL,,,9999999,OL,,Questionable,1,24,,
nfl-12855,Alijah Clark,DAL,DB,,,9999999,DB,,Questionable,1,23,,
nfl-11006,Ameer Speed,DAL,CB,,,999,DB,,,3,26,,
nfl-13582,Anthony Smith,DAL,WR,,,9999999,WR,7,,0,24,,
nfl-11533,Brandon Aubrey,DAL,K,,,110,K,1,,3,31,130.6,23.3
nfl-11593,Brevyn Spann-Ford,DAL,TE,,,999,TE,2,,2,26,,
nfl-1113,Bryan Anger,DAL,P,,14950,9999999,P,,,14,37,,
nfl-11769,Caelen Carson,DAL,DB,,,9999999,LCB,3,,2,24,,
nfl-13376,Caleb Downs,DAL,DB,,,163,NB,1,,0,21,,
nfl-13726,Camden Brown,DAL,WR,,,9999999,WR,12,,0,,,
nfl-6786,CeeDee Lamb,DAL,WR,,4241389,10,WR,1,,6,27,11.3,2.0
nfl-7849,Charles Snowden,DAL,LB,,,9999999,LB,,IR,5,28,,
nfl-8729,Chris Glaser,DAL,G,,,9999999,OL,,,4,26,,
nfl-8381,Cobie Durant,DAL,DB,,,999,RCB,1,,4,28,,
nfl-11719,Cooper Beebe,DAL,OL,,,9999999,OL,,,2,25,,
nfl-8020,Curtis Robinson,DAL,LB,,,9999999,LILB,3,,5,28,,
nfl-13355,DJ Rogers,DAL,TE,D.J. Rogers,,999,TE,5,,0,24,,
nfl-13919,DJ Wingfield,DAL,OL,D.J. Wingfield,,9999999,OL,,,0,25,,
nfl-13759,DJ Withers,DAL,DT,D.J. Withers,,9999999,RDE,3,,0,,,
nfl-8476,DaRon Bland,DAL,DB,,,999,LCB,1,,4,27,,
nfl-3294,Dak Prescott,DAL,QB,,2577417,45,QB,1,,10,33,67.0,8.4
nfl-10933,DeMarvion Overshown,DAL,LB,,,521,RILB,1,Questionable,3,25,,
nfl-11017,Dee Winters,DAL,LB,,,292,LILB,1,,3,25,,
nfl-6849,Denzel Mims,DAL,WR,,4035403,999,WR,10,,6,28,,
nfl-8271,Derion Kendrick,DAL,DB,,,9999999,NB,3,,4,25,,
nfl-13496,Devin Moore,DAL,CB,,,9999999,LCB,2,,0,22,,
nfl-13725,Dominic Richardson,DAL,RB,,,9999999,RB,6,,0,25,,
nfl-12556,Donovan Ezeiruaku,DAL,DL,,,999,ROLB,1,,1,22,,
nfl-13498,Drew Shelton,DAL,OT,,,9999999,OL,,,0,22,,
nfl-8137,George Pickens,DAL,WR,,,23,WR,2,,4,25,21.3,2.6
nfl-11510,Hunter Luepke,DAL,FB,,,999,FB,1,,3,26,,
nfl-11514,Isaiah Land,DAL,LB,,,9999999,LB,,,3,26,,
nfl-9227,Israel Abanikanda,DAL,RB,,,999,RB,5,,3,23,,
nfl-13246,Jaden Smith,DAL,WR,,,9999999,WR,13,,1,24,,
nfl-13381,Jaishawn Barham,DAL,LB,,,408,LILB,2,,0,22,,
nfl-8110,Jake Ferguson,DAL,TE,,,97,TE,1,,4,27,139.3,19.9
nfl-6711,Jalen Thompson,DAL,DB,,4043089,451,SS,1,Questionable,7,28,,
nfl-8494,James Houston,DAL,LB,,,9999999,ROLB,2,,4,27,,
nfl-7588,Javonte Williams,DAL,RB,,,32,RB,1,,5,26,36.4,4.0
nfl-12737,Jay Toia,DAL,DT,,,9999999,NT,2,,1,23,,
nfl-12457,Jaydon Blue,DAL,RB,,,189,RB,2,,1,22,151.7,34.9
nfl-11557,Joe Milton,DAL,QB,,,410,QB,2,,2,26,,
nfl-3241,Jonathan Bullard,DAL,DE,,2980097,9999999,RDE,2,Questionable,10,32,,
nfl-10225,Jonathan Mingo,DAL,WR,,,999,WR,6,,3,25,,
nfl-13325,Jordan Hudson,DAL,WR,,,999,WR,11,,0,22,,
nfl-11535,Josh Butler,DAL,CB,,,9999999,DB,,,3,29,,
nfl-12089,Julius Wood,DAL,DB,,,9999999,DB,,,2,25,,
nfl-12853,Justin Barron,DAL,LB,,,9999999,RILB,3,,1,24,,
nfl-8917,KaVontae Turpin,DAL,WR,,,999,WR,4,,4,30,,
nfl-13757,Kelvin Gilliam,DAL,DT,,,9999999,DL,,,0,23,,
nfl-3186,Kenny Clark,DAL,DE,,3122752,9999999,NT,1,,10,30,,
nfl-13480,LT Overton,DAL,DE,L.T. Overton,,9999999,LDE,2,,0,21,,
nfl-13754,Langston Patterson,DAL,LB,,,9999999,LB,,,0,23,,
nfl-10871,Luke Schoonmaker,DAL,TE,,,999,TE,3,,3,27,,
nfl-13359,Malachi Lawrence,DAL,DL,,,382,LOLB,2,,0,23,,
nfl-8800,Malik Davis,DAL,RB,,,999,RB,3,,4,27,,
nfl-4074,Malik Hooker,DAL,DB,,3121415,9999999,FS,1,,9,30,,
nfl-12101,Marcellus Johnson,DAL,OL,,,9999999,OL,,,2,26,,
nfl-11720,Marist Liufau,DAL,LB,,,9999999,LOLB,3,,2,25,,
nfl-8399,Markquese Bell,DAL,DB,,,9999999,SS,2,,4,27,,
nfl-5086,Marquez Valdes-Scantling,DAL,WR,,3051738,999,WR,5,,8,31,,
nfl-6881,Matt Hennessy,DAL,OL,,4044138,9999999,OL,,IR,6,28,,
nfl-13401,Michael Trigg,DAL,TE,,,212,TE,4,,0,24,,
nfl-11838,Nate Thomas,DAL,OL,,,9999999,OL,,,2,24,,
nfl-7448,Nick Leverett,DAL,G,,3920591,9999999,OL,,,6,29,,
nfl-8331,Otito Ogbonnia,DAL,DL,,,9999999,LDE,1,,4,25,,
nfl-6419,P.J. Locke,DAL,DB,PJ Locke,3929850,9999999,FS,2,Questionable,7,29,,
nfl-12738,Phil Mafah,DAL,RB,,,999,RB,4,,1,23,,
nfl-11508,Princeton Fant,DAL,TE,,,9999999,TE,6,Out,3,27,,
nfl-6118,Quinnen Williams,DAL,DT,,4040982,331,RDE,1,,7,28,,
nfl-5839,Rashan Gary,DAL,LB,,4046523,190,LOLB,1,,7,28,,
nfl-12037,Reddy Steward,DAL,CB,,,9999999,NB,2,,2,25,,
nfl-11783,Ryan Flournoy,DAL,WR,,,199,WR,3,,2,26,,
nfl-8162,Sam Howell,DAL,QB,,,999,QB,3,,4,25,,
nfl-8368,Sam Williams,DAL,DL,,,9999999,ROLB,3,,4,27,,
nfl-8754,Sebastian Gutierrez,DAL,T,,,9999999,OL,,,4,28,,
nfl-12559,Shavon Revel,DAL,DB,,,9999999,RCB,2,,1,25,,
nfl-12614,Shemar James,DAL,LB,,,999,RILB,2,,1,22,,
nfl-13755,Shiyazh Pete,DAL,OT,,,9999999,OL,,,0,23,,
nfl-11516,T.J. Bass,DAL,OL,TJ Bass,,9999999,OL,,,3,27,,
nfl-6899,Terence Steele,DAL,T,,3915834,9999999,OL,,,6,29,,
nfl-13756,Tommy Dunn,DAL,DT,,,9999999,NT,3,,0,22,,
nfl-12849,Traeshon Holden,DAL,WR,,,9999999,WR,9,,1,24,,
nfl-5461,Trent Sieg,DAL,LS,,3052357,9999999,LS,,,8,31,,
nfl-11774,Trevor Keegan,DAL,OL,,,9999999,OL,,Questionable,2,25,,
nfl-12717,Trikweze Bridges,DAL,DB,,,9999999,RCB,3,,1,25,,
nfl-12599,Tyler Booker,DAL,OL,,,9999999,OL,,,1,22,,
nfl-11657,Tyler Guyton,DAL,OL,,,9999999,OL,,Questionable,2,25,,
nfl-6960,Tyler Johnson,DAL,WR,,2310331,9999999,WR,8,,6,27,,
nfl-8449,Tyler Smith,DAL,OL,,,9999999,OL,,,4,25,,
nfl-11512,Tyrus Wheat,DAL,DE,,,9999999,LB,,,3,26,,
nfl-12856,Zion Childress,DAL,DB,,,9999999,DB,,Questionable,1,24,,
nfl-8025,Adam Prentice,DEN,FB,,,999,FB,1,,5,29,,
nfl-6869,Adam Trautman,DEN,TE,,3911853,9999999,TE,2,,6,29,,
nfl-11023,Alex Forsyth,DEN,OL,,,9999999,OL,,Questionable,3,27,,
nfl-11443,Alex Palczewski,DEN,T,,,9999999,OL,,,3,27,,
nfl-2617,Alex Singleton,DEN,LB,,2612151,222,RILB,1,,11,32,,
nfl-5910,Ben Powers,DEN,G,,4037650,9999999,OL,,,7,29,,
nfl-11563,Bo Nix,DEN,QB,,,34,QB,1,,2,26,120.6,11.2
nfl-6911,Brandon Jones,DEN,DB,,4039059,341,FS,1,Questionable,6,28,,
nfl-13393,Brent Austin,DEN,DB,,,382,DB,,,0,22,,
nfl-12735,Caleb Lohner,DEN,TE,,,999,TE,7,Questionable,1,24,,
nfl-7010,Calvin Throckmorton,DEN,OL,,3915147,9999999,OL,,,6,29,,
nfl-13744,Cameron Ross,DEN,WR,,,9999999,WR,12,,0,24,,
nfl-11644,Cody Schrader,DEN,RB,,,999,RB,6,,2,26,,
nfl-5045,Courtland Sutton,DEN,WR,,3128429,72,WR,1,,8,30,59.8,6.1
nfl-4278,D.J. Jones,DEN,DT,DJ Jones,3894915,9999999,NT,1,,9,31,,
nfl-13577,Dallen Bentley,DEN,TE,,,9999999,TE,6,,0,25,,
nfl-13336,Dane Key,DEN,WR,,,999,WR,9,,0,23,,
nfl-13865,Dasan McCullough,DEN,LB,,,9999999,LB,,,0,23,,
nfl-8004,Devon Key,DEN,DB,,,9999999,FS,2,,5,28,,
nfl-12427,Dondrea Tillman,DEN,DT,,,9999999,ROLB,2,,3,28,,
nfl-10929,Drew Sanders,DEN,LB,,,9999999,ROLB,3,,3,24,,
nfl-4066,Evan Engram,DEN,TE,,3051876,999,TE,1,,9,31,,
nfl-8347,Eyioma Uwazurike,DEN,DL,,,9999999,NT,2,,4,28,,
nfl-12110,Frank Crum,DEN,OT,,,9999999,OL,,,2,26,,
nfl-4053,Garett Bolles,DEN,OT,,4035662,9999999,OL,,,9,34,,
nfl-13982,Gavin Ortega,DEN,C,,,9999999,OL,,,0,22,,
nfl-5886,Hakeem Butler,DEN,TE,,3917940,999,WR,8,,7,30,,
nfl-6806,J.K. Dobbins,DEN,RB,JK Dobbins,4241985,75,RB,1,,6,27,91.0,9.5
nfl-11011,JL Skinner,DEN,DB,J.L. Skinner,,9999999,SS,2,,3,25,,
nfl-8752,Ja'Quan McMillian,DEN,CB,,,9999999,NB,1,,4,26,,
nfl-12771,Jaden Robinson,DEN,CB,,,9999999,LCB,3,,1,25,,
nfl-12557,Jahdae Barron,DEN,DB,,,999,LCB,2,,1,24,,
nfl-11439,Jaleel McLaughlin,DEN,RB,,,999,RB,4,,3,25,,
nfl-6136,Jarrett Stidham,DEN,QB,,3892775,999,QB,2,,7,29,,
nfl-7526,Jaylen Waddle,DEN,WR,,,42,WR,2,,5,27,49.0,5.2
nfl-12693,Jeremy Crawshaw,DEN,P,,,9999999,P,,,1,25,,
nfl-12770,Johnny Walker,DEN,DE,,,9999999,LB,,,1,24,,
nfl-13345,Jonah Coleman,DEN,RB,,,118,RB,3,,0,22,163.3,28.0
nfl-11714,Jonah Elliss,DEN,DE,,,9999999,LOLB,2,,2,23,,
nfl-7765,Jonathon Cooper,DEN,DL,,,999,LOLB,1,,5,28,,
nfl-8370,Jordan Jackson,DEN,DL,,,9999999,LDE,3,,4,28,,
nfl-12103,Jordan Miller,DEN,DT,,,9999999,DL,,,2,26,,
nfl-13209,Jordan Turner,DEN,LB,,,9999999,LILB,2,PUP,1,24,,
nfl-13743,Joseph Manjack,DEN,WR,,,9999999,LWR,,,0,23,,
nfl-13400,Justin Joly,DEN,TE,,,999,TE,3,,0,22,,
nfl-6977,Justin Strnad,DEN,LB,,3919548,999,LILB,1,,6,29,,
nfl-13499,Kage Casey,DEN,OT,,,9999999,OL,,,0,22,,
nfl-12781,Karene Reid,DEN,LB,,,9999999,RILB,2,,1,26,,
nfl-13981,Kolbe Katsis,DEN,WR,,,9999999,WR,10,,0,24,,
nfl-11765,Kris Abrams-Draine,DEN,DB,,,9999999,RCB,2,,2,24,,
nfl-13069,Kristian Williams,DEN,DT,,,9999999,DL,,,1,25,,
nfl-12111,Levelle Bailey,DEN,LB,,,9999999,LILB,3,,2,25,,
nfl-5938,Lil'Jordan Humphrey,DEN,WR,,4039057,999,WR,6,,7,28,,
nfl-8249,Lucas Krull,DEN,TE,,,9999999,TE,5,,4,28,,
nfl-13866,Luke Basso,DEN,LS,,,9999999,LS,,,0,23,,
nfl-8474,Luke Wattenberg,DEN,OL,,,9999999,OL,,,4,28,,
nfl-7018,Malcolm Roach,DEN,DT,,4039064,9999999,LDE,1,,6,28,,
nfl-9494,Marvin Mims,DEN,WR,,,192,WR,5,,3,24,,
nfl-8495,Matt Henningsen,DEN,DE,,,9999999,RDE,3,,4,27,,
nfl-6905,Matt Peart,DEN,T,,3921936,9999999,OL,,Questionable,6,29,,
nfl-8076,Michael Bandy,DEN,WR,,,999,WR,7,,5,28,,
nfl-5898,Michael Deiter,DEN,OL,,3121541,9999999,OL,,,7,29,,
nfl-8202,Michael Woods,DEN,WR,,,999,,,Questionable,4,26,,
nfl-4966,Mike McGlinchey,DEN,T,,3052885,9999999,OL,,,8,31,,
nfl-13578,Miles Scott,DEN,DB,,,9999999,DB,,,0,24,,
nfl-8071,Mitchell Fraboni,DEN,LS,,,9999999,LS,,,4,29,,
nfl-11433,Nate Adkins,DEN,TE,,,9999999,TE,4,,3,27,,
nfl-11833,Nick Gargiulo,DEN,OL,,,9999999,OL,,PUP,2,26,,
nfl-8280,Nik Bonitto,DEN,LB,,,125,ROLB,1,Questionable,4,26,,
nfl-13986,Parker Robertson,DEN,DB,,,9999999,,,,0,24,,
nfl-12492,Pat Bryant,DEN,WR,,,172,WR,4,,1,23,,
nfl-7641,Pat Surtain,DEN,CB,,,999,RCB,1,,5,26,,
nfl-12636,Que Robinson,DEN,LB,,,9999999,LOLB,3,,1,25,,
nfl-7699,Quinn Meinerz,DEN,OL,,,9999999,OL,,,5,27,,
nfl-12489,RJ Harvey,DEN,RB,R.J. Harvey,,40,RB,2,,1,25,83.3,9.4
nfl-13579,Red Murdock,DEN,LB,,,9999999,LB,,,0,22,,
nfl-11325,Reese Taylor,DEN,CB,,,9999999,NB,2,,3,26,,
nfl-13039,Reid Holskey,DEN,OL,,,9999999,OL,,,1,24,,
nfl-10930,Riley Moss,DEN,DB,,,9999999,LCB,1,,3,26,,
nfl-14008,Rodney Hammond,DEN,RB,,,9999999,,,,0,23,,
nfl-12628,Sai'vion Jones,DEN,DE,,,9999999,RDE,2,,1,23,,
nfl-7583,Sam Ehlinger,DEN,QB,,,999,QB,3,,5,27,,
nfl-8844,Sam Webb,DEN,CB,,,9999999,DB,,,4,28,,
nfl-14059,Sean Fresch,DEN,CB,,,9999999,DB,,,1,,,
nfl-7811,Talanoa Hufanga,DEN,DB,,,328,SS,1,,5,26,,
nfl-13593,Taurean York,DEN,LB,,,9999999,LB,,,0,21,,
nfl-11627,Troy Franklin,DEN,WR,,,171,WR,3,,2,23,,
nfl-14013,Tyce Westland,DEN,DE,,,9999999,,,,0,23,,
nfl-8377,Tycen Anderson,DEN,DB,,,9999999,SS,3,,4,27,,
nfl-8208,Tyler Badie,DEN,RB,,,999,RB,5,,4,26,,
nfl-13984,Tyler Miller,DEN,OL,,,9999999,OL,,,0,,,
nfl-13472,Tyler Onyedim,DEN,DT,,,9999999,LDE,2,,0,23,,
nfl-3678,Wil Lutz,DEN,K,,2985659,177,K,1,,10,32,174.4,16.2
nfl-5871,Zach Allen,DEN,DE,,3915282,273,RDE,1,,7,28,,
nfl-13740,Aamaris Brown,DET,DB,,,9999999,DB,,,0,,,
nfl-12706,Ahmed Hassanein,DET,DE,,,9999999,DL,,,1,24,,
nfl-8289,Aidan Hutchinson,DET,DL,,,70,LDE,1,,4,25,,
nfl-13864,Aidan Keanaaina,DET,DL,,,9999999,DL,,,0,,,
nfl-7679,Alim McNeill,DET,NT,,,9999999,RDT,1,,5,26,,
nfl-7547,Amon-Ra St. Brown,DET,WR,,,8,WR,1,,5,26,7.1,1.3
nfl-4435,Anthony Firkser,DET,TE,,3049698,9999999,TE,9,IR,9,31,,
nfl-13358,Anthony Lucas,DET,DL,,,342,DL,,,0,21,,
nfl-5361,Avonte Maddox,DET,CB,,3123938,9999999,FS,2,,8,30,,
nfl-7060,Ben Bartch,DET,OL,,4611506,9999999,OL,,,6,28,,
nfl-13446,Blake Miller,DET,OT,,,9999999,OL,,,0,22,,
nfl-10905,Brian Branch,DET,DB,,,133,SS,1,PUP,3,24,,
nfl-7891,Brock Wright,DET,TE,,,999,TE,2,,5,27,,
nfl-8502,Cade Mays,DET,OL,,,9999999,OL,,,4,27,,
nfl-5113,Cedrick Wilson,DET,WR,,4036335,9999999,WR,6,,8,30,,
nfl-11345,Chris Smith,DET,DL,,,9999999,DL,,,3,26,,
nfl-11427,Christian Izien,DET,DB,,,9999999,SS,2,,3,26,,
nfl-11788,Christian Mahogany,DET,OL,,,9999999,OL,,,2,25,,
nfl-4224,Chuck Clark,DET,DB,,3045463,9999999,FS,3,,9,31,,
nfl-10981,Colby Sorsdal,DET,OL,,,9999999,OL,,,3,26,,
nfl-7887,D'Angelo Amos,DET,DB,,,,,,,1,,,
nfl-5372,D.J. Reed,DET,CB,DJ Reed,3139387,9999999,RCB,1,,8,29,,
nfl-6868,DJ Wonnum,DET,DE,D.J. Wonnum,4038849,9999999,RDE,1,,6,28,,
nfl-8309,Damone Clark,DET,LB,,,9999999,MLB,2,,4,26,,
nfl-12731,Dan Jackson,DET,DB,,,9999999,SS,3,Questionable,1,25,,
nfl-13742,De'Shawn Rucker,DET,CB,,,9999999,DB,,,0,,,
nfl-7726,Derrick Barnes,DET,LB,,,999,ROLB,1,,5,27,,
nfl-13458,Derrick Moore,DET,DE,,,9999999,RDE,2,Questionable,0,23,,
nfl-8784,Devin Cochran,DET,OL,,,9999999,OL,,,4,28,,
nfl-6119,Devin White,DET,LB,,4035434,241,MLB,3,,7,28,,
nfl-12732,Dominic Lovett,DET,WR,,,999,WR,5,,1,23,,
nfl-11689,Ennis Rakestraw,DET,DB,,,9999999,NB,2,,2,24,,
nfl-14035,Eric O'Neill,DET,DE,,,9999999,DL,,,0,,,
nfl-13739,Erick Hunter,DET,LB,,,9999999,MLB,4,,0,23,,
nfl-11746,Giovanni Manu,DET,OL,,,9999999,OL,,PUP,2,25,,
nfl-5970,Greg Dortch,DET,WR,,4037235,999,WR,4,,7,28,,
nfl-12159,Hogan Hatten,DET,LS,,,9999999,LS,,,2,25,,
nfl-12535,Isaac TeSlaa,DET,WR,,,184,WR,3,,1,24,165.6,25.7
nfl-8205,Isiah Pacheco,DET,RB,,,151,RB,2,,4,27,148.5,21.3
nfl-12356,Jabari Small,DET,RB,,,999,RB,6,,2,25,,
nfl-10880,Jack Campbell,DET,LB,,,195,MLB,1,,3,25,,
nfl-6523,Jack Fox,DET,P,,3916370,9999999,P,,,7,29,,
nfl-12938,Jackson Meeks,DET,WR,,,9999999,TE,4,,1,23,,
nfl-11237,Jacob Saylors,DET,RB,,,9999999,RB,4,,3,25,,
nfl-9221,Jahmyr Gibbs,DET,RB,,,2,RB,1,Questionable,3,24,1.6,0.7
nfl-11539,Jake Bates,DET,K,,,173,K,1,,3,27,144.3,18.9
nfl-8148,Jameson Williams,DET,WR,,,52,WR,2,,4,25,45.9,4.8
nfl-3163,Jared Goff,DET,QB,,3046779,66,QB,1,,10,31,105.2,13.7
nfl-13494,Jimmy Rolder,DET,LB,,,9999999,LOLB,2,Questionable,0,22,,
nfl-7014,Joe Bachie,DET,LB,,4036507,9999999,LOLB,3,,6,28,,
nfl-10893,Juice Scruggs,DET,OL,,,9999999,OL,,,3,26,,
nfl-13397,Keith Abney,DET,DB,,,303,LCB,1,,0,21,,
nfl-13412,Kendrick Law,DET,WR,,,9999999,WR,11,IR,0,23,,
nfl-8348,Kerby Joseph,DET,DB,,,388,FS,1,PUP,4,25,,
nfl-7200,Khalil Dorsey,DET,CB,,4027919,9999999,RCB,3,,6,28,,
nfl-12954,Kye Robichaux,DET,RB,,,9999999,RB,7,Questionable,1,23,,
nfl-7838,Larry Borom,DET,OL,,,9999999,OL,,,5,27,,
nfl-7661,Levi Onwuzurike,DET,DE,,,9999999,LDT,2,,5,28,,
nfl-12161,Loren Strickland,DET,DB,,,9999999,DB,,,2,26,,
nfl-11520,Lucky Jackson,DET,WR,,,999,WR,10,,3,29,,
nfl-13314,Luke Altmyer,DET,QB,,,999,QB,3,,0,23,,
nfl-8334,Malcolm Rodriguez,DET,LB,,,9999999,LOLB,1,Questionable,4,27,,
nfl-10860,Malik Cunningham,DET,WR,,,999,WR,8,,3,27,,
nfl-12936,Mason Miller,DET,OL,,,9999999,OL,,,1,24,,
nfl-11804,Mekhi Wingo,DET,DT,,,9999999,LDT,3,,2,23,,
nfl-13741,Melvin Priestly,DET,OL,,,9999999,OL,,,0,,,
nfl-8750,Michael Niese,DET,G,,,9999999,OL,,,4,28,,
nfl-12660,Miles Frazier,DET,OG,,,9999999,OL,,,1,24,,
nfl-13431,Miles Kitselman,DET,TE,,,9999999,TE,8,Questionable,0,23,,
nfl-7222,Myles Adams,DET,DT,,4039164,9999999,DL,,,6,28,,
nfl-8523,Nick Muse,DET,TE,,,9999999,TE,5,,4,27,,
nfl-11160,Nick Whiteside,DET,CB,,,9999999,LCB,2,,3,26,,
nfl-7629,Payton Turner,DET,DE,,,9999999,LDE,2,,5,27,,
nfl-7643,Penei Sewell,DET,T,,,9999999,OL,,,5,25,,
nfl-8255,Raheem Blackshear,DET,RB,,,9999999,RB,5,,4,28,,
nfl-6128,Rock Ya-Sin,DET,CB,,3910229,9999999,RCB,2,,7,30,,
nfl-8303,Roger McCreary,DET,DB,,,9999999,NB,1,,4,26,,
nfl-10859,Sam LaPorta,DET,TE,,,76,TE,1,,3,25,87.8,9.8
nfl-12575,Seth McLaughlin,DET,OL,,,9999999,OL,,,1,24,,
nfl-11729,Sione Vaki,DET,RB,,,999,RB,3,Questionable,2,25,,
nfl-13547,Skyler Gill-Howard,DET,DT,,,9999999,RDT,2,,0,23,,
nfl-12613,Tate Ratledge,DET,OL,,,9999999,OL,,,1,25,,
nfl-8250,Tay Martin,DET,WR,,,9999999,WR,9,,4,28,,
nfl-2152,Teddy Bridgewater,DET,QB,,16728,999,QB,2,,12,33,,
nfl-13249,Thomas Gordon,DET,TE,,,999,TE,7,,1,25,,
nfl-11872,Thomas Harper,DET,DB,,,9999999,DB,,Questionable,2,25,,
nfl-6588,Tom Kennedy,DET,WR,,3126997,9999999,WR,7,,7,30,,
nfl-11348,Trevor Nowaske,DET,LB,,,9999999,ROLB,2,,3,27,,
nfl-6353,Troy Reeder,DET,LB,,3116177,9999999,LB,,,7,31,,
nfl-12554,Tyleik Williams,DET,DL,,,9999999,LDT,1,,1,23,,
nfl-5133,Tyler Conklin,DET,TE,,3122920,999,TE,3,PUP,8,31,,
nfl-10941,Tyler Lacy,DET,DE,,,9999999,RDE,3,,3,26,,
nfl-13575,Tyre West,DET,DT,,,9999999,DL,,,0,23,,
nfl-13110,Zach Horton,DET,TE,,,9999999,TE,6,,1,23,,
nfl-7654,Aaron Banks,GB,OL,,,9999999,OL,,,5,28,,
nfl-4913,Aiulua Fanene,GB,DT,,2516897,9999999,,,,1,,,
nfl-12577,Anthony Belton,GB,OT,,,9999999,OL,,,1,25,,
nfl-13224,Anthony Campbell,GB,DT,,,9999999,DL,,,1,25,,
nfl-8569,Arron Mosby,GB,LB,,,9999999,LOLB,4,,4,27,,
nfl-12644,Barryn Sorrell,GB,DE,,,9999999,ROLB,2,,1,23,,
nfl-7671,Benjamin St-Juste,GB,DB,,,9999999,RCB,2,,5,28,,
nfl-8204,Bo Melton,GB,WR,,,999,WR,5,,4,27,,
nfl-13369,Brandon Cisse,GB,DB,,,307,LCB,2,,0,21,,
nfl-12929,Brant Banks,GB,OT,,,9999999,OL,,,1,26,,
nfl-11193,Brenton Cox,GB,LB,,,9999999,LOLB,2,,3,26,,
nfl-8785,Cal Adomitis,GB,LS,,,9999999,LS,,,4,28,,
nfl-11042,Carrington Valentine,GB,DB,,,9999999,RCB,1,Questionable,3,24,,
nfl-11370,Chris Brooks,GB,RB,,,999,RB,3,PUP,3,26,,
nfl-13468,Chris McClellan,GB,DT,,,9999999,RDE,2,,0,22,,
nfl-8167,Christian Watson,GB,WR,,,63,WR,1,,4,27,68.1,8.1
nfl-12669,Collin Oliver,GB,DE,,,9999999,ROLB,3,,1,23,,
nfl-12816,Dalton Cooper,GB,OT,,,9999999,OL,,,1,25,,
nfl-12462,Damien Martinez,GB,RB,,,999,RB,5,,1,22,,
nfl-13492,Dani Dennis-Sutton,GB,DE,,,9999999,LOLB,3,,0,22,,
nfl-8674,Daniel Whelan,GB,P,,,9999999,P,,,4,27,,
nfl-8472,Darian Kinnard,GB,T,,,9999999,OL,,,4,26,,
nfl-8270,Devonte Wyatt,GB,DL,,,999,RDE,1,,4,28,,
nfl-13907,Dillon Wade,GB,G,,,9999999,OL,,,0,,,
nfl-13544,Domani Jackson,GB,CB,,,9999999,RCB,3,,0,23,,
nfl-12153,Donovan Jennings,GB,OL,,,9999999,OL,,,2,26,,
nfl-13210,Drake Dabney,GB,TE,,,9999999,TE,4,,1,24,,
nfl-14068,Drew Biber,GB,TE,,,9999999,,,,0,,,
nfl-13908,Dylan Barrett,GB,G,,,9999999,OL,,,0,,,
nfl-11687,Edgerrin Cooper,GB,LB,,,91,LILB,1,,2,24,,
nfl-11739,Evan Williams,GB,DB,,,999,FS,1,,2,25,,
nfl-7782,Isaiah McDuffie,GB,LB,,,9999999,RILB,2,,5,27,,
nfl-13074,Isaiah Neyor,GB,WR,,,999,WR,7,,1,25,,
nfl-13770,J. Michael Sturdivant,GB,WR,,,9999999,WR,9,,0,23,,
nfl-11776,Jacob Monk,GB,OL,,,9999999,OL,,Questionable,2,25,,
nfl-11795,Jaden Crumedy,GB,DT,,,9999999,DL,,,2,26,,
nfl-13906,Jaden Nixon,GB,RB,,,9999999,RB,6,,0,,,
nfl-13521,Jager Burton,GB,C,,,9999999,OL,,,0,23,,
nfl-11686,Javon Bullard,GB,DB,,,412,NB,1,,2,23,,
nfl-3256,Javon Hargrave,GB,DT,,2983055,999,NT,1,PUP,10,33,,
nfl-10222,Jayden Reed,GB,WR,,,111,WR,2,,3,26,91.7,7.2
nfl-11775,Jaylin Simpson,GB,DB,,,9999999,LCB,4,,2,26,,
nfl-12729,John Williams,GB,OL,,,9999999,OL,,Questionable,1,24,,
nfl-12931,Johnathan Baldwin,GB,DB,,,9999999,NB,2,Questionable,1,23,,
